Project #,Request Status,Queue Date,Withdrawn Date,Done Date,Appl In Service Date,Transmission Owner,County,State,County FIPS Code,Study Cycle,Study Group,Study Phase,Service Type,POI Name,Summer MW,Winter MW,Fuel,Generating Facility,Post GIA Status,Negotiated In Service Date,Decision Point 1 ERIS MW,Decision Point 1 NRIS MW,Decision Point 2 ERIS MW,Decision Point 2 NRIS MW
J1297,Active,4/29/19,,,12/1/21,"Michigan Electric Transmission Company, LLC",Shiawassee County,MI,26155,DPP-2019-Cycle,East (ITC),PHASE 2,NRIS,Cornell - Bell Road 138 kV Line,170,170,Solar,PV Photovoltaic,Not Started,,170,170,0,0
J1298,Active,4/29/19,,,12/1/21,SMMPA,Freeborn County,MN,27047,DPP-2019-Cycle,West,PHASE 1,NRIS,Hayward - Murphy Creek 161kV Line,150,150,Solar,PV Photovoltaic,Not Started,,0,0,0,0
J1299,Active,4/29/19,,,12/1/21,Ameren Missouri,Scott County,MO,29201,DPP-2019-Cycle,Central,PHASE 1,NRIS,Miner - Kelso 161kV Line,200,200,Solar,PV Photovoltaic,Not Started,,0,0,0,0
J1300,Active,4/29/19,,,12/1/21,ITC Midwest,Nobles County,MN,27105,DPP-2019-Cycle,West,PHASE 1,NRIS,Brewster - Elk 161kV Line,120,120,Solar,PV Photovoltaic,Not Started,,0,0,0,0
J1301,Active,4/29/19,,,12/1/21,Ameren Illinois,Washington County,IL,17189,DPP-2019-Cycle,Central,PHASE 1,NRIS,Prest 138kV Switching Station,150,150,Solar,PV Photovoltaic,Not Started,,0,0,0,0
J1302,Active,4/29/19,,,12/1/22,Ameren Illinois,Saline County,IL,17165,DPP-2019-Cycle,Central,PHASE 1,NRIS,Muddy - Norris City 138kV Line,150,150,Solar,PV Photovoltaic,Not Started,,0,0,0,0
J1303,Active,4/29/19,,,12/1/21,Southern Illinois Power Cooperative,Jackson County,IL,17077,DPP-2019-Cycle,Central,PHASE 1,NRIS,Campbell Hill - Jackson 161kV Line,150,150,Solar,PV Photovoltaic,Not Started,,0,0,0,0
J1304,Active,4/29/19,,,12/1/21,American Transmission Co. LLC,Rock County,WI,55105,DPP-2019-Cycle,East (ATC),PHASE 2,NRIS,Paddock - Townline Road 138kV Line,65,65,Solar,PV Photovoltaic,Not Started,,65,65,0,0
J1305,Active,4/29/19,,,12/1/21,American Transmission Co. LLC,Green County,WI,55045,DPP-2019-Cycle,East (ATC),PHASE 2,NRIS,Albany - Bass Creek 138kV Line,49.9,49.9,Solar,PV Photovoltaic,Not Started,,49.9,49.9,0,0
J1306,Active,4/29/19,,,12/1/21,Ameren Illinois,Perry County,IL,17145,DPP-2019-Cycle,Central,PHASE 1,NRIS,Pickneyville - St John 230kV Line,200,200,Solar,PV Photovoltaic,Not Started,,0,0,0,0
J1307,Active,4/29/19,,,12/1/22,"Michigan Electric Transmission Company, LLC",Eaton County,MI,26045,DPP-2019-Cycle,East (ITC),PHASE 2,NRIS,Oneida - Battle Creek 345kV Line,150,150,Solar,PV Photovoltaic,Not Started,,150,150,0,0
J1308,Active,4/29/19,,,12/1/21,"Southern Indiana Gas & Electric Company d/b/a Vectren Energy Delivery of Indiana, Inc.",Posey County,IN,18129,DPP-2019-Cycle,Central,PHASE 1,NRIS,AB Brown - Gibson 345kV Line,300,300,Solar,PV Photovoltaic,Not Started,,0,0,0,0
J1309,Withdrawn,4/29/19,9/12/19,,9/30/21,"Entergy Arkansas, LLC",Arkansas County,AR,05001,DPP-2019-Cycle,South,PHASE 2,NRIS,Gillett 115 kV Substation,129.9,129.9,Solar,PV Photovoltaic,Not Started,,0,0,0,0
J1310,Active,4/29/19,,,6/30/23,"Michigan Electric Transmission Company, LLC",Jackson County,MI,26075,DPP-2019-Cycle,East (ITC),PHASE 2,NRIS,Blackstone - Marshall 138 kV Line,125,125,Solar,PV Photovoltaic,Not Started,,125,125,0,0
J1311,Active,4/29/19,,,6/30/22,Ameren Illinois,St. Clair County,IL,17163,DPP-2019-Cycle,Central,PHASE 1,NRIS,Fayetteville Bee Hollow Road 138 kV Substation,150,150,Solar,PV Photovoltaic,Not Started,,0,0,0,0
J1312,Active,4/29/19,,,6/30/22,Northern States Power (Xcel Energy),McCook County,SD,46087,DPP-2019-Cycle,West,PHASE 1,NRIS,Grant 115 kV Substation,50,50,Solar,PV Photovoltaic,Not Started,,0,0,0,0
J1313,Active,4/29/19,,,6/30/22,ITC Midwest,Greene County,IA,19073,DPP-2019-Cycle,West,PHASE 1,NRIS,161kV bus at Karma substation,100,100,Solar,PV Photovoltaic,Not Started,,0,0,0,0
J1314,Active,4/29/19,,,6/30/22,Dairyland Power Cooperative,Polk County,WI,55095,DPP-2019-Cycle,West,PHASE 1,NRIS,Apple River 161 kV Substation,100,100,Solar,PV Photovoltaic,Not Started,,0,0,0,0
J1315,Active,4/29/19,,,6/30/22,Great River Energy,"Cottonwood County,Murray County,Redwood County",MN,#N/A,DPP-2019-Cycle,West,PHASE 1,NRIS,Lyon County - Cedar Mountain 345 kV Line Tap,600,600,Wind,WT Wind Turbine,Not Started,,0,0,0,0
J1316,Active,4/29/19,,,10/30/22,American Transmission Co. LLC,Kenosha County,WI,55059,DPP-2019-Cycle,East (ATC),PHASE 2,NRIS,Paris 138 kV Substation,50,50,Battery Storage,BS Battery Storage,Not Started,,50,50,0,0
J1317,Withdrawn,4/29/19,1/3/20,,10/1/22,ITC Transmission,Sanilac County,MI,26151,DPP-2019-Cycle,East (ITC),PHASE 2,NRIS,Bennet 120kV Substation,150,150,Wind,WT Wind Turbine,Not Started,,0,0,0,0
J1318,Active,4/29/19,,,7/1/22,Duke Energy Indiana,Rush County,IN,18139,DPP-2019-Cycle,Central,PHASE 1,NRIS,Rushville 69kV Substation,25,25,Solar,PV Photovoltaic,Not Started,,0,0,0,0
J1319,Active,4/29/19,,,9/30/21,ITC Transmission,Huron County,MI,26063,DPP-2019-Cycle,East (ITC),PHASE 2,NRIS,Rapson 120kV Substation,117.5,117.5,Wind,WT Wind Turbine,Not Started,,117.5,117.5,0,0
J1320,Active,4/29/19,,,4/20/19,"Michigan Electric Transmission Company, LLC",Branch County,MI,26023,DPP-2019-Cycle,East (ITC),PHASE 2,NRIS,Coldwater - Batavia 138kV Line,150,150,Solar,PV Photovoltaic,Not Started,,150,150,0,0
J1321,Active,4/29/19,,,10/30/23,MidAmerican Energy Company,Story County,IA,19169,DPP-2019-Cycle,West,PHASE 1,NRIS,O'Brien - Kossuth 345 kV Line Tap,65,65,Battery Storage,BS Battery Storage,Not Started,,0,0,0,0
J1322,Withdrawn,4/29/19,1/26/21,,4/20/22,"Michigan Electric Transmission Company, LLC",Eaton County,MI,26045,DPP-2019-Cycle,East (ITC),PHASE 2,NRIS,Battle Creek - Oneida 345kV Tap,200,200,Solar,PV Photovoltaic,Not Started,,0,0,0,0
J1323,Active,4/29/19,,,10/30/23,Northern Indiana Public Service Company,LaGrange County,IN,18087,DPP-2019-Cycle,Central,PHASE 1,NRIS,Lagrange 138 kV Substation,25,25,Battery Storage,BS Battery Storage,Not Started,,0,0,0,0
J1324,Withdrawn,4/29/19,5/11/20,,4/20/22,Ameren Illinois,Montgomery County,IL,17135,DPP-2019-Cycle,Central,PHASE 1,NRIS,Midway 138kV Substation,150,150,Solar,PV Photovoltaic,Not Started,,0,0,0,0
J1325,Active,4/29/19,,,6/30/22,ITC Midwest,Rock County,MN,27133,DPP-2019-Cycle,West,PHASE 1,NRIS,Magnolia 161 kV substation,200,200,Solar,PV Photovoltaic,Not Started,,0,0,0,0
J1326,Active,4/29/19,,,10/30/22,American Transmission Co. LLC,Dane County,WI,55025,DPP-2019-Cycle,East (ATC),PHASE 2,NRIS,Rockdale 345 kV Substation,75,75,Battery Storage,BS Battery Storage,Not Started,,75,75,0,0
J1327,Withdrawn,4/29/19,2/8/21,,10/30/22,"Michigan Electric Transmission Company, LLC",Ionia County,MI,26067,DPP-2019-Cycle,East (ITC),PHASE 2,NRIS,Marquette - Vergennes 138 kV Line Tap,20,20,Battery Storage,BS Battery Storage,Not Started,,0,0,0,0
J1328,Active,4/29/19,,,4/20/22,Otter Tail Power Company,Grant County,SD,46051,DPP-2019-Cycle,West,PHASE 1,NRIS,Big Stone South 345kV Sub,100,100,Solar,PV Photovoltaic,Not Started,,0,0,0,0
J1329,Active,4/29/19,,,10/30/22,ITC Transmission,Washtenaw County,MI,26161,DPP-2019-Cycle,East (ITC),PHASE 2,NRIS,Majestic - Milan 345 kV Line Tap,20,20,Battery Storage,BS Battery Storage,Not Started,,20,20,0,0
J1330,Active,4/29/19,,,4/20/22,Ameren Illinois,Randolph County,IL,17157,DPP-2019-Cycle,Central,PHASE 1,NRIS,Baldwin 345kV Substation,200,200,Solar,PV Photovoltaic,Not Started,,0,0,0,0
J1331,Active,4/29/19,,,6/30/22,ITC Transmission,St. Clair County,MI,26147,DPP-2019-Cycle,East (ITC),PHASE 2,NRIS,Greenwood 120 kV Substation,100,100,Solar,PV Photovoltaic,Not Started,,100,100,0,0
J1332,Active,4/29/19,,,4/20/22,Northern Indiana Public Service Company,Jasper County,IN,18073,DPP-2019-Cycle,Central,PHASE 1,NRIS,Schahfer 345kV Substation,200,200,Solar,PV Photovoltaic,Not Started,,0,0,0,0
J1333,Active,4/29/19,,,7/1/22,Northern Indiana Public Service Company,"Jasper County,Starke County",IN,#N/A,DPP-2019-Cycle,Central,PHASE 1,NRIS,Schahfer - Burr Oak 345kV Line,199.5,199.5,Hybrid,Solar/Battery,Not Started,,0,0,0,0
J1334,Active,4/29/19,,,7/1/22,Northern Indiana Public Service Company,"Jasper County,Starke County",IN,#N/A,DPP-2019-Cycle,Central,PHASE 1,NRIS,Schahfer - Burr Oak 345kV Line,199.5,199.5,Hybrid,Solar/Battery,Not Started,,0,0,0,0
J1335,Active,4/29/19,,,7/1/22,Northern Indiana Public Service Company,"Jasper County,Starke County",IN,#N/A,DPP-2019-Cycle,Central,PHASE 1,NRIS,Schahfer - Burr Oak 345kV Line,199.5,199.5,Hybrid,Solar/Battery,Not Started,,0,0,0,0
J1336,Active,4/29/19,,,7/1/22,Northern Indiana Public Service Company,"Jasper County,Starke County",IN,#N/A,DPP-2019-Cycle,Central,PHASE 1,NRIS,Schahfer 345 kV Substation,199.5,199.5,Hybrid,Solar/Battery,Not Started,,0,0,0,0
J1337,Active,4/29/19,,,6/30/22,Northern States Power (Xcel Energy),Sherburne County,MN,27141,DPP-2019-Cycle,West,PHASE 1,NRIS,Sherburne County 345 kV substation,300,300,Solar,PV Photovoltaic,Not Started,,0,0,0,0
J1338,Active,4/29/19,,,7/15/22,Ameren Missouri,Audrain County,MO,29007,DPP-2019-Cycle,Central,PHASE 1,NRIS,Spencer Creek - Montgomery 345 kV Line Tap,150,150,Wind,WT Wind Turbine,Not Started,,0,0,0,0
J1339,Active,4/29/19,,,7/1/22,Northern Indiana Public Service Company,"Jasper County,Starke County",IN,#N/A,DPP-2019-Cycle,Central,PHASE 1,NRIS,Schahfer 345kV Substation,199.5,199.5,Hybrid,Solar/Battery,Not Started,,0,0,0,0
J1340,Active,4/29/19,,,7/1/22,Northern Indiana Public Service Company,"Jasper County,Starke County",IN,#N/A,DPP-2019-Cycle,Central,PHASE 1,NRIS,Schahfer 345kV Substation,199.5,199.5,Hybrid,Solar/Battery,Not Started,,0,0,0,0
J1341,Active,4/29/19,,,7/1/22,ITC Midwest,Buchanan County,IA,19019,DPP-2019-Cycle,West,PHASE 1,NRIS,Hazleton 345kV Substation,398,398,Wind,WT Wind Turbine,Not Started,,0,0,0,0
J1342,Active,4/29/19,,,6/30/23,Northern Indiana Public Service Company,Starke County,IN,18149,DPP-2019-Cycle,Central,PHASE 1,NRIS,Starke 138kV Substation,99,99,Solar,PV Photovoltaic,Not Started,,0,0,0,0
J1343,Withdrawn,4/29/19,3/5/20,,9/15/22,ITC Midwest,Cerro Gordo County,IA,19033,DPP-2019-Cycle,West,PHASE 1,NRIS,Emery - Lime Creek 161 kV Line Tap,96,96,Solar,PV Photovoltaic,Not Started,,0,0,0,0
J1344,Withdrawn,4/29/19,3/5/20,,9/15/22,MidAmerican Energy Company,Mills County,IA,19129,DPP-2019-Cycle,West,PHASE 1,NRIS,Hastings 69 kV Substation,48,48,Solar,PV Photovoltaic,Not Started,,0,0,0,0
J1345,Active,4/29/19,,,10/1/21,American Transmission Co. LLC,Dodge County,WI,55027,DPP-2019-Cycle,East (ATC),PHASE 2,NRIS,North Beaver Dam 69kV Substation,25,25,Battery Storage,BS Battery Storage,Not Started,,25,25,0,0
J1346,Withdrawn,4/29/19,5/29/20,,1/1/22,ITC Transmission,Wayne County,MI,26163,DPP-2019-Cycle,East (ITC),PHASE 2,NRIS,Brownstown 345kV Substation,334,382,Gas,CT Combustion Turbine (Simple Cycle),Not Started,,0,0,0,0
J1348,Active,4/29/19,,,4/20/22,Duke Energy Indiana,Vermillion County,IN,18165,DPP-2019-Cycle,Central,PHASE 1,NRIS,Cayuga - Sugar Creek 345kV Line,200,200,Solar,PV Photovoltaic,Not Started,,0,0,0,0
J1349,Active,4/29/19,,,4/20/23,Northern States Power (Xcel Energy),Cottonwood County,MN,27033,DPP-2019-Cycle,West,PHASE 1,NRIS,Crandall 345 kV Substation,335,335,Hybrid,Solar/Wind,Not Started,,0,0,0,0
J1350,Active,4/29/19,,,4/20/22,"Michigan Electric Transmission Company, LLC",Monroe County,MI,26115,DPP-2019-Cycle,East (ITC),PHASE 2,NRIS,Milan – Monroe – Morocco 345 kV Point,150,150,Solar,PV Photovoltaic,Not Started,,150,150,0,0
J1351,Withdrawn,4/29/19,8/5/20,,8/1/22,"Entergy Louisiana, LLC",Madison Parish,LA,22065,DPP-2019-Cycle,South,PHASE 2,NRIS,Tallulah - Delhi 115kV Line Tap,120,120,Solar,PV Photovoltaic,Not Started,,0,0,0,0
J1352,Active,4/29/19,,,4/20/22,Ameren Missouri,Montgomery County,MO,29139,DPP-2019-Cycle,Central,PHASE 1,NRIS,Spencer Creek - Montgomery 345kV Line,100,100,Solar,PV Photovoltaic,Not Started,,0,0,0,0
J1353,Active,4/29/19,,,5/30/23,Northern Indiana Public Service Company,Lake County,IN,18089,DPP-2019-Cycle,Central,PHASE 1,NRIS,Green Acres138kV Subtation,150,150,Battery Storage,BS Battery Storage,Not Started,,0,0,0,0
J1354,Active,4/29/19,,,5/30/23,Hoosier Energy,Decatur County,IN,18031,DPP-2019-Cycle,Central,PHASE 1,NRIS,Decatur  County 138kV Switching Station,146,146,Battery Storage,BS Battery Storage,Not Started,,0,0,0,0
J1355,Active,4/29/19,,,5/30/23,Northern Indiana Public Service Company,LaPorte County,IN,18091,DPP-2019-Cycle,Central,PHASE 1,NRIS,Stillwell 138kV Subtation,160,160,Battery Storage,BS Battery Storage,Not Started,,0,0,0,0
J1356,Active,4/29/19,,,5/30/23,Duke Energy Indiana,Martin County,IN,18101,DPP-2019-Cycle,Central,PHASE 1,NRIS,Whitfield 138kV Substation,160,160,Solar,PV Photovoltaic,Not Started,,0,0,0,0
J1357,Active,4/29/19,,,5/30/23,Duke Energy Indiana,Madison County,IN,18095,DPP-2019-Cycle,Central,PHASE 1,NRIS,Madison 138 KV SUBSTATION,150,150,Battery Storage,BS Battery Storage,Not Started,,0,0,0,0
J1358,Active,4/29/19,,,5/30/23,Northern Indiana Public Service Company,LaPorte County,IN,18091,DPP-2019-Cycle,Central,PHASE 1,NRIS,Luchtman 138kV Substation,125,125,Battery Storage,BS Battery Storage,Not Started,,0,0,0,0
J1359,Active,4/29/19,,,3/1/22,ITC Midwest,Linn County,IA,19113,DPP-2019-Cycle,West,PHASE 1,NRIS,Oakridge 69 kV Substation,95,95,Gas,CT Combustion Turbine (Simple Cycle),Not Started,,0,0,0,0
J1360,Active,4/29/19,,,4/20/22,Ameren Illinois,Piatt County,IL,17147,DPP-2019-Cycle,Central,PHASE 1,NRIS,Goose Creek 345kV Switchyard,300,300,Wind,WT Wind Turbine,Not Started,,0,0,0,0
J1361,Active,4/29/19,,,10/31/21,"Entergy Louisiana, LLC",Washington Parish,LA,22117,DPP-2019-Cycle,South,PHASE 2,NRIS,Lagen Holton - Franklinton 115kV Line (J1184),50,50,Solar,PV Photovoltaic,Not Started,,50,50,0,0
J1362,Withdrawn,4/29/19,2/13/20,,8/27/21,"Michigan Electric Transmission Company, LLC",Muskegon County,MI,26121,DPP-2019-Cycle,East (ITC),PHASE 2,NRIS,Kenowa - Ludington 345 kV Line Tap,150,150,Solar,PV Photovoltaic,Not Started,,0,0,0,0
J1364,Withdrawn,4/29/19,8/5/20,,7/15/22,"Entergy Arkansas, LLC",Crittenden County,AR,05035,DPP-2019-Cycle,South,PHASE 2,NRIS,Marked Tree - Marion 161 kV Line tap,150,150,Solar,PV Photovoltaic,Not Started,,0,0,0,0
J1365,Active,4/29/19,,,7/1/22,ITC Midwest,Tama County,IA,19171,DPP-2019-Cycle,West,PHASE 1,NRIS,Traer 161-kV Substation,169.4,169.4,Wind,WT Wind Turbine,Not Started,,0,0,0,0
J1366,Withdrawn,4/29/19,4/2/20,,9/1/22,Northern States Power (Xcel Energy),Eau Claire County,WI,55035,DPP-2019-Cycle,West,PHASE 1,NRIS,Tremval - Seven Mile 161 kV Line Tap,200,200,Wind,WT Wind Turbine,Not Started,,0,0,0,0
J1367,Active,4/29/19,,,7/1/21,CLECO Corporation,"St. Mary,St. Mary Parish",LA,#N/A,DPP-2019-Cycle,South,PHASE 2,NRIS,Caneland 230kV Substation,95,95,Solar,PV Photovoltaic,Not Started,,95,95,0,0
J1368,Active,4/29/19,,,7/1/22,"Entergy Louisiana, LLC","Pointe Coupee,Pointe Coupee Parish",LA,#N/A,DPP-2019-Cycle,South,PHASE 2,NRIS,Fancy Point - Waterloo 230 kV Line,200,200,Solar,PV Photovoltaic,Not Started,,200,130,0,0
J1369,Active,4/29/19,,,7/1/22,"Southern Indiana Gas & Electric Company d/b/a Vectren Energy Delivery of Indiana, Inc.",Dubois County,IN,18037,DPP-2019-Cycle,Central,PHASE 1,NRIS,Dubois - Culley 138 kV Line,100,100,Solar,PV Photovoltaic,Not Started,,0,0,0,0
J1370,Active,4/29/19,,,3/1/21,American Transmission Co. LLC,Chippewa County,MI,26033,DPP-2019-Cycle,East (ATC),PHASE 2,NRIS,9 Mile SW STA - Dafter 69kV Line,50,50,Gas,CT Combustion Turbine (Simple Cycle),Not Started,,50,50,0,0
J1371,Active,4/29/19,,,8/1/23,Otter Tail Power Company,Yellow Medicine County,MN,27173,DPP-2019-Cycle,West,PHASE 1,NRIS,Astoria 345kV Substation,150,150,Wind,WT Wind Turbine,Not Started,,0,0,0,0
J1372,Active,4/29/19,,,7/1/22,"Entergy Louisiana, LLC","Pointe Coupee,Pointe Coupee Parish",LA,#N/A,DPP-2019-Cycle,South,PHASE 2,NRIS,Fancy Point - Waterloo 230 kV Line (J1368 POI),100,100,Solar,PV Photovoltaic,Not Started,,100,65,0,0
J1373,Active,4/29/19,,,7/1/22,"Entergy Arkansas, LLC",White County,AR,05145,DPP-2019-Cycle,South,PHASE 2,NRIS,Griffithville - Searcy Price 115 kV Line Tap,95,95,Solar,PV Photovoltaic,Not Started,,95,80.75,0,0
J1374,Active,4/29/19,,,8/1/21,American Transmission Co. LLC,Grant County,WI,55043,DPP-2019-Cycle,East (ATC),PHASE 2,NRIS,ATC Ebenezer Sub on Lancaster-Eden 138kv line,95,95,Wind,WT Wind Turbine,Not Started,,67.2,67.2,0,0
J1375,Active,4/29/19,,,9/29/23,"Michigan Electric Transmission Company, LLC",Muskegon County,MI,26121,DPP-2019-Cycle,East (ITC),PHASE 2,NRIS,Du Pont - Cobb  -White Lake 138kv,100,100,Solar,PV Photovoltaic,Not Started,,100,100,0,0
J1376,Active,4/29/19,,,7/15/22,Ameren Missouri,Cooper County,MO,29053,DPP-2019-Cycle,Central,PHASE 1,NRIS,Barnett - Georgetown Overton 161 kV Line Tap,100,100,Wind,WT Wind Turbine,Not Started,,0,0,0,0
J1377,Active,4/29/19,,,7/15/22,American Transmission Co. LLC,Rock County,WI,55105,DPP-2019-Cycle,East (ATC),PHASE 2,NRIS,Wempletown - Rockdale 345kV Line Tap,98.56,98.56,Solar,PV Photovoltaic,Not Started,,98.56,98.56,0,0
J1378,Active,4/29/19,,,10/1/23,Duke Energy Indiana,Fountain County,IN,18045,DPP-2019-Cycle,Central,PHASE 1,NRIS,Veedersburg West 230 kV Substation,200,200,Solar,PV Photovoltaic,Not Started,,0,0,0,0
J1379,Active,4/29/19,,,10/1/23,"Michigan Electric Transmission Company, LLC",Montcalm County,MI,26117,DPP-2019-Cycle,East (ITC),PHASE 2,NRIS,Eureka - Vestaburg 138 kV Line Tap,200,200,Solar,PV Photovoltaic,Not Started,,200,200,0,0
J1380,Withdrawn,4/29/19,7/17/20,,10/1/23,CLECO Corporation,Beauregard Parish,LA,22011,DPP-2019-Cycle,South,PHASE 2,NRIS,Cooper - Penton 230 kV Line,200,200,Solar,PV Photovoltaic,Not Started,,0,0,0,0
J1381,Active,4/29/19,,,10/1/23,Duke Energy Indiana,Howard County,IN,18067,DPP-2019-Cycle,Central,PHASE 1,NRIS,Greentown 230 kV substation,200,200,Solar,PV Photovoltaic,Not Started,,0,0,0,0
J1382,Active,4/29/19,,,8/1/22,Ameren Illinois,Clark County,IL,17023,DPP-2019-Cycle,Central,PHASE 1,NRIS,Hutsonville - Neoga 138 kV Line tap,150,150,Solar,PV Photovoltaic,Not Started,,0,0,0,0
J1383,Active,4/29/19,,,8/1/22,Ameren Illinois,Fulton County,IL,17057,DPP-2019-Cycle,Central,PHASE 1,NRIS,Ipava 138 kV Substation,150,150,Solar,PV Photovoltaic,Not Started,,0,0,0,0
J1384,Withdrawn,4/29/19,7/22/20,,4/30/22,CLECO Corporation,Evangeline Parish,LA,22039,DPP-2019-Cycle,South,PHASE 2,NRIS,Ville Platte - West Fork 230 kV Line,200,200,Solar,PV Photovoltaic,Not Started,,0,0,0,0
J1385,Active,4/29/19,,,8/1/22,Duke Energy Indiana,Hendricks County,IN,18063,DPP-2019-Cycle,Central,PHASE 1,NRIS,Stilesville 138 kV Substation,100,100,Solar,PV Photovoltaic,Not Started,,0,0,0,0
J1386,Active,4/29/19,,,7/1/22,Northern Indiana Public Service Company,Lake County,IN,18089,DPP-2019-Cycle,Central,PHASE 1,NRIS,Green Acres 138 kV Substation,100,100,Solar,PV Photovoltaic,Not Started,,0,0,0,0
J1387,Active,4/29/19,,,12/31/21,Northern Indiana Public Service Company,Jasper County,IN,18073,DPP-2019-Cycle,Central,PHASE 1,ERIS,Circuit 6958 69 kV Line Tap,60,60,Solar,PV Photovoltaic,Not Started,,0,0,0,0
J1388,Active,4/29/19,,,12/31/21,Duke Energy Indiana,Gibson County,IN,18051,DPP-2019-Cycle,Central,PHASE 1,ERIS,Oakland City - Old Ben Coal 138 kV Line Tap,150,150,Solar,PV Photovoltaic,Not Started,,0,0,0,0
J1389,Active,4/29/19,,,8/1/22,"Michigan Electric Transmission Company, LLC",Saginaw County,MI,26145,DPP-2019-Cycle,East (ITC),PHASE 2,NRIS,Murphy Station - Nelson Road 345 kV Line tap,120,120,Solar,PV Photovoltaic,Not Started,,120,120,0,0
J1390,Active,4/29/19,,,8/1/22,Duke Energy Indiana,Bartholomew County,IN,18005,DPP-2019-Cycle,Central,PHASE 1,NRIS,Gallagher Station - Columbus 230 kV Line Tap,150,150,Solar,PV Photovoltaic,Not Started,,0,0,0,0
J1391,Active,4/29/19,,,8/1/22,"Southern Indiana Gas & Electric Company d/b/a Vectren Energy Delivery of Indiana, Inc.",Dubois County,IN,18037,DPP-2019-Cycle,Central,PHASE 1,NRIS,Duff 138 kV Substation,100,100,Solar,PV Photovoltaic,Not Started,,0,0,0,0
J1392,Active,4/29/19,,,10/30/23,Northern Indiana Public Service Company,LaGrange County,IN,18087,DPP-2019-Cycle,Central,PHASE 1,NRIS,Lagrange 138 kV Substation,100,100,Solar,PV Photovoltaic,Not Started,,0,0,0,0
J1393,Active,4/29/19,,,10/30/23,"Southern Indiana Gas & Electric Company d/b/a Vectren Energy Delivery of Indiana, Inc.",Pike County,IN,18125,DPP-2019-Cycle,Central,PHASE 1,NRIS,Cato 138 kV Substation,130,130,Solar,PV Photovoltaic,Not Started,,0,0,0,0
J1394,Withdrawn,4/29/19,2/8/21,,12/1/21,"Michigan Electric Transmission Company, LLC",Shiawassee County,MI,26155,DPP-2019-Cycle,East (ITC),PHASE 2,NRIS,Cornell - Layton138kV Line,150,150,Solar,PV Photovoltaic,Not Started,,0,0,0,0
J1395,Active,4/29/19,,,9/1/23,Great River Energy,Lyon County,MN,27083,DPP-2019-Cycle,West,PHASE 1,NRIS,Nest Lake - Lyon County 345 kV Line Tap,200,200,Solar,PV Photovoltaic,Not Started,,0,0,0,0
J1396,Active,4/29/19,,,12/1/21,Hoosier Energy,Pike County,IN,18125,DPP-2019-Cycle,Central,PHASE 1,NRIS,Ratts-Victory 161kV Line,150,150,Solar,PV Photovoltaic,Not Started,,0,0,0,0
J1397,Withdrawn,4/29/19,5/18/20,,10/30/22,Dairyland Power Cooperative,Juneau County,WI,55057,DPP-2019-Cycle,East (ATC),PHASE 2,NRIS,Whistling Wings 69 kV Substation,25,25,Solar,PV Photovoltaic,Not Started,,0,0,0,0
J1398,Active,4/29/19,,,12/1/22,Hoosier Energy,Pike County,IN,18125,DPP-2019-Cycle,Central,PHASE 1,NRIS,Ratts 161kV Substation,150,150,Solar,PV Photovoltaic,Not Started,,0,0,0,0
J1399,Active,4/29/19,,,12/1/21,"Michigan Electric Transmission Company, LLC",Ingham County,MI,26065,DPP-2019-Cycle,East (ITC),PHASE 2,NRIS,Delhi - Churchill - Tompkins  138kV Line,90,90,Solar,PV Photovoltaic,Not Started,,90,90,0,0
J1400,Withdrawn,4/29/19,7/30/20,,8/1/21,"Entergy Arkansas, LLC",Crittenden County,AR,05035,DPP-2019-Cycle,South,PHASE 2,NRIS,Marked Tree - Marion 161 kV Line Tap,150,150,Wind,WT Wind Turbine,Not Started,,0,0,0,0
J1401,Active,4/29/19,,,12/1/21,"Michigan Electric Transmission Company, LLC",Branch County,MI,26023,DPP-2019-Cycle,East (ITC),PHASE 2,NRIS,Batavia - Wagner 138kV Line,150,150,Solar,PV Photovoltaic,Not Started,,150,150,0,0
J1402,Active,4/29/19,,,8/1/21,"Entergy Arkansas, LLC",Jackson County,AR,05067,DPP-2019-Cycle,South,PHASE 2,NRIS,Cash  - Newport AB161kV Line,0,0,Battery Storage,BS Battery Storage,Not Started,,0,0,0,0
J1403,Active,4/29/19,,,9/1/23,"Michigan Electric Transmission Company, LLC",Ionia County,MI,26067,DPP-2019-Cycle,East (ITC),PHASE 2,NRIS,Marquette 138 kV Substation,200,200,Solar,PV Photovoltaic,Not Started,,200,200,0,0
J1404,Withdrawn,4/29/19,7/23/20,,10/1/22,"Entergy Mississippi, LLC",Sunflower County,MS,28133,DPP-2019-Cycle,South,PHASE 2,NRIS,Drew 115kV Substation,167,167,Wind,WT Wind Turbine,Not Started,,0,0,0,0
J1405,Active,4/29/19,,,7/1/22,Duke Energy Indiana,Greene County,IN,18055,DPP-2019-Cycle,Central,PHASE 1,NRIS,Sanborn - Linton 138 kV Line Tap,140,140,Solar,PV Photovoltaic,Not Started,,0,0,0,0
J1406,Withdrawn,4/29/19,2/7/20,,9/3/21,"Michigan Electric Transmission Company, LLC",Muskegon County,MI,26121,DPP-2019-Cycle,East (ITC),PHASE 2,NRIS,Kenowa - Ludington 345 kV Line Tap,25.2,25.2,Wind,WT Wind Turbine,Not Started,,0,0,0,0
